SurveyID,GuestID,BookingID,PropertyID,OverallRating,NPS,Cleanliness,Service,FoodBeverage,Spa,Activities,FreeText,SubmittedDate
SV-0010678,G-0008362,BK-0012695,P-003,8,7,3,4,5,,,Family suite was spacious and very well-equipped.,2023-03-20
SV-0010679,G-0004898,BK-0014853,P-005,8,8,4,4,4,,3,Staff arranged a private trail guide — completely unforgettable.,2026-02-15
SV-0010680,G-0006768,BK-0016971,P-002,6,4,2,3,3,,,The oceanview terrace is lovely. The room quality was not.,2022-05-08
SV-0010681,G-0008731,BK-0021893,P-001,8,10,4,4,5,3,,Spa and restaurant both exceeded expectations. Staff were impeccable.,2023-07-01
SV-0010682,G-0006206,BK-0015473,P-004,7,9,4,4,5,,,Boutique feel in the heart of Manhattan — exactly what I wanted.,2024-06-18
SV-0010683,G-0004365,BK-0014758,P-005,8,9,5,5,5,,,Farm-to-table dinner was one of the best meals of my life.,2022-07-01
SV-0010684,G-0007181,BK-0010359,P-001,8,10,3,5,4,4,,The mountain air and the spa together are unbeatable.,2025-02-14
SV-0010685,G-0005169,BK-0012044,P-004,10,9,5,4,4,,,Rooftop bar has stunning skyline views — worth every minute.,2023-12-29
SV-0010686,G-0004351,BK-0018356,P-005,10,7,4,4,5,5,,Perfect base for Smoky Mountain exploration.,2024-10-17
SV-0010687,G-0008771,BK-0014347,P-003,8,7,3,5,4,,3,Family suite was spacious and very well-equipped.,2025-12-16
SV-0010688,G-0007314,BK-0013546,P-003,6,7,4,5,5,,,Lazy river pool is ideal for families of all ages.,2024-03-20
SV-0010689,G-0008304,BK-0020374,P-002,7,4,4,4,5,,,Beach access was great but the room didn't match the price.,2023-02-04
SV-0010690,G-0007703,BK-0018023,P-003,8,9,3,5,5,,2,Kids' Birthday Experience was an absolute hit for my daughter.,2023-07-13
SV-0010691,G-0008963,BK-0018707,P-005,9,6,5,4,5,5,,Perfect base for Smoky Mountain exploration.,2023-09-02
SV-0010692,G-0006102,BK-0021547,P-003,7,8,3,5,3,,,The pillow menu is a delightful and thoughtful touch.,2023-09-08
SV-0010693,G-0006300,BK-0015006,P-003,6,7,2,4,3,,2,Proximity to the theme parks genuinely can't be beat.,2024-02-02
SV-0010694,G-0004357,BK-0010201,P-003,8,6,4,5,4,,2,Great location for the parks. Hotel itself is solid.,2024-05-14
SV-0010695,G-0005919,BK-0021452,P-001,10,10,5,5,5,2,,Mountain views from every room. Truly a luxury experience.,2025-06-13
SV-0010696,G-0005132,BK-0011025,P-005,8,8,4,4,4,,5,Farm-to-table dinner was one of the best meals of my life.,2024-11-15
SV-0010697,G-0005205,BK-0010367,P-002,4,6,2,3,3,5,,I've stayed at better resorts for this price point.,2025-09-28
SV-0010698,G-0004929,BK-0017727,P-003,8,8,5,5,3,,,Would recommend for any family traveling with children.,2022-04-02
SV-0010699,G-0008310,BK-0011227,P-003,8,6,3,4,5,,,Kids club staff were incredibly attentive and creative.,2024-04-26
SV-0010700,G-0006211,BK-0012092,P-003,6,7,2,5,4,,4,Character dining is a must-do with little ones. Perfect experience.,2023-03-12
SV-0010701,G-0007292,BK-0019806,P-002,5,5,2,4,4,,,,2022-08-28
SV-0010702,G-0008717,BK-0020205,P-002,4,3,2,3,4,,,The oceanview terrace is lovely. The room quality was not.,2024-07-15
SV-0010703,G-0007781,BK-0018904,P-003,7,6,4,5,5,,,Kids club is incredible — my kids absolutely didn't want to leave.,2023-01-24
SV-0010704,G-0006489,BK-0015151,P-003,6,8,1,4,3,,,Great location for the parks. Hotel itself is solid.,2024-10-22
SV-0010705,G-0007875,BK-0015781,P-003,8,8,5,5,3,,,Great location for the parks. Hotel itself is solid.,2024-02-26
SV-0010706,G-0008963,BK-0017470,P-004,7,9,3,4,5,,,The curated local experience package was a genuinely great touch.,2024-05-21
SV-0010707,G-0006281,BK-0017559,P-001,8,10,3,4,4,5,3,The après-ski lounge has the best fondue I've tasted.,2025-11-30
SV-0010708,G-0004434,BK-0015112,P-002,7,4,5,4,5,,,Expected more for a premium resort. Rooms need a serious refresh.,2024-06-17
SV-0010709,G-0005098,BK-0017389,P-003,6,7,1,5,3,,,Kids club is incredible — my kids absolutely didn't want to leave.,2025-10-17
SV-0010710,G-0006557,BK-0015592,P-004,10,7,3,5,5,,2,Grand Central adjacency is so convenient for business travel.,2025-12-16
SV-0010711,G-0007345,BK-0012097,P-005,10,8,5,5,4,5,,Staff arranged a private trail guide — completely unforgettable.,2024-04-15
SV-0010712,G-0005240,BK-0018589,P-005,10,6,5,5,4,,4,Farm-to-table dinner was one of the best meals of my life.,2024-03-12
SV-0010713,G-0005880,BK-0020095,P-005,10,6,3,5,4,,,Staff arranged a private trail guide — completely unforgettable.,2024-01-15
SV-0010714,G-0006916,BK-0017116,P-003,7,7,3,4,4,,,Lazy river pool is ideal for families of all ages.,2022-12-05
SV-0010715,G-0004244,BK-0021002,P-004,7,7,5,4,4,1,,"Clean, stylish, and walkable everywhere. My New York go-to.",2026-02-16
SV-0010716,G-0008642,BK-0018001,P-004,10,8,3,4,5,,,The intimate atmosphere you don't find in big chain hotels.,2022-08-04
SV-0010717,G-0006278,BK-0012617,P-004,10,8,4,4,5,,,Boutique feel in the heart of Manhattan — exactly what I wanted.,2022-07-10
SV-0010718,G-0004252,BK-0015227,P-003,8,7,5,4,5,,,Lazy river pool is ideal for families of all ages.,2022-03-31
SV-0010719,G-0008402,BK-0018914,P-005,9,7,3,4,5,,,The firepit evenings with s'mores were a magical touch.,2025-02-16
SV-0010720,G-0005635,BK-0010900,P-002,7,5,3,3,5,,,Water sports center was a highlight. Room quality was a letdown.,2023-12-06
SV-0010721,G-0008206,BK-0014478,P-005,10,9,3,5,4,1,3,The hiking concierge planned the most perfect day in the Smokies.,2026-01-12
SV-0010722,G-0007031,BK-0011439,P-005,7,8,5,4,4,,,Farm-to-table dinner was one of the best meals of my life.,2026-01-29
SV-0010723,G-0006806,BK-0016696,P-002,6,3,1,4,4,5,,Beach access was great but the room didn't match the price.,2022-10-01
SV-0010724,G-0005570,BK-0017648,P-003,7,8,5,4,5,,2,Great location for the parks. Hotel itself is solid.,2025-08-25
SV-0010725,G-0004915,BK-0016787,P-002,4,5,4,3,4,5,,Beach access was great but the room didn't match the price.,2022-10-17
SV-0010726,G-0006525,BK-0014380,P-002,4,3,3,4,4,,,Check-in was slow and the room wasn't ready until 5pm.,2022-09-10
SV-0010727,G-0005506,BK-0017055,P-003,8,7,5,5,3,,,Kids club staff were incredibly attentive and creative.,2025-05-19
SV-0010728,G-0004195,BK-0015109,P-002,6,4,3,4,4,4,,Seafood restaurant was excellent — the room itself was not.,2023-01-12
SV-0010729,G-0004987,BK-0012064,P-003,6,8,4,5,5,,,Room service was a bit slow but the food quality was good.,2023-06-23
SV-0010730,G-0006979,BK-0013375,P-005,7,6,5,4,5,,,,2023-07-27
SV-0010731,G-0004052,BK-0020016,P-002,7,5,5,3,3,3,,Staff were friendly but the property really needs updating.,2023-04-24
SV-0010732,G-0005916,BK-0015447,P-004,8,9,3,5,4,,,Grand Central adjacency is so convenient for business travel.,2023-08-09
SV-0010733,G-0008354,BK-0021191,P-004,7,8,4,4,5,,,Perfect location for theater and dining. Will absolutely be back.,2023-08-28
SV-0010734,G-0005506,BK-0020974,P-003,8,6,3,4,3,,,Proximity to the theme parks genuinely can't be beat.,2023-08-22
SV-0010735,G-0007738,BK-0019921,P-003,7,6,5,5,4,,,Family suite was spacious and very well-equipped.,2024-07-05
SV-0010736,G-0005710,BK-0021743,P-005,9,10,3,5,5,,,,2022-04-17
SV-0010737,G-0008980,BK-0013873,P-002,7,5,3,4,3,,,Check-in was slow and the room wasn't ready until 5pm.,2025-12-18
SV-0010738,G-0006756,BK-0017767,P-001,9,8,3,5,5,4,5,Staff remembered our preferences from last year. That's real luxury.,2022-08-05
SV-0010739,G-0007499,BK-0020632,P-005,8,10,4,4,5,,4,Southern hospitality is absolutely real here. Everyone was so warm.,2023-11-15
SV-0010740,G-0007426,BK-0011102,P-002,4,3,2,3,5,,,Staff were friendly but the property really needs updating.,2022-07-28
SV-0010741,G-0007876,BK-0016563,P-001,10,9,3,4,4,3,1,The mountain air and the spa together are unbeatable.,2024-07-16
SV-0010742,G-0004729,BK-0013484,P-003,6,6,1,5,5,5,,,2025-04-13
SV-0010743,G-0005367,BK-0019111,P-002,4,4,3,3,4,4,,The pool area was very crowded on weekends.,2024-08-02
SV-0010744,G-0008692,BK-0010167,P-003,8,6,4,5,4,,,Would recommend for any family traveling with children.,2023-06-22
SV-0010745,G-0006693,BK-0018693,P-002,5,3,4,3,3,,,,2022-06-28
SV-0010746,G-0005654,BK-0015259,P-003,6,9,3,5,5,,,Great location for the parks. Hotel itself is solid.,2024-09-12
SV-0010747,G-0007970,BK-0019363,P-003,9,8,5,5,4,,5,Lazy river pool is ideal for families of all ages.,2024-09-13
SV-0010748,G-0005065,BK-0015488,P-005,8,7,3,5,5,1,,Loved the emphasis on local produce at breakfast.,2024-11-26
SV-0010749,G-0008902,BK-0011465,P-002,7,6,4,4,3,,,,2023-08-07
SV-0010750,G-0008775,BK-0019255,P-004,8,8,5,5,4,,3,The curated local experience package was a genuinely great touch.,2026-02-05
SV-0010751,G-0007728,BK-0014836,P-001,8,8,4,5,4,,,The spa was absolutely incredible — best massage I've ever had.,2022-06-21
SV-0010752,G-0008449,BK-0015580,P-002,4,6,2,3,3,,,,2024-09-22
SV-0010753,G-0008001,BK-0019083,P-002,7,4,5,3,4,,,Staff were friendly but the property really needs updating.,2025-10-13
SV-0010754,G-0008679,BK-0018878,P-002,4,4,2,4,5,,,Check-in was slow and the room wasn't ready until 5pm.,2024-09-15
SV-0010755,G-0005387,BK-0011289,P-003,9,7,4,5,5,,,Proximity to the theme parks genuinely can't be beat.,2025-03-01
SV-0010756,G-0006814,BK-0010859,P-005,8,6,3,5,4,,,Loved the emphasis on local produce at breakfast.,2022-04-17
SV-0010757,G-0008100,BK-0021342,P-003,7,9,5,5,4,,,Proximity to the theme parks genuinely can't be beat.,2024-04-19
SV-0010758,G-0006823,BK-0020830,P-004,10,8,4,4,5,,,,2023-12-27
SV-0010759,G-0005278,BK-0020156,P-005,10,8,4,5,4,,,,2024-05-10
SV-0010760,G-0008626,BK-0015972,P-004,9,8,4,5,5,,,Perfect location for theater and dining. Will absolutely be back.,2024-10-13
SV-0010761,G-0005617,BK-0013158,P-004,9,10,4,4,5,,,The intimate atmosphere you don't find in big chain hotels.,2025-10-17
SV-0010762,G-0005149,BK-0021384,P-003,9,6,3,4,5,,1,Proximity to the theme parks genuinely can't be beat.,2023-12-17
SV-0010763,G-0007570,BK-0014493,P-003,6,6,1,4,5,,,Room service was a bit slow but the food quality was good.,2024-08-20
SV-0010764,G-0008090,BK-0020729,P-002,5,4,2,4,4,2,,,2025-09-17
SV-0010765,G-0004785,BK-0010614,P-003,6,8,4,5,5,,4,Would recommend for any family traveling with children.,2022-07-29
SV-0010766,G-0007292,BK-0014319,P-003,7,7,4,5,4,,,Character dining is a must-do with little ones. Perfect experience.,2022-12-22
SV-0010767,G-0006033,BK-0015806,P-005,7,10,5,4,5,5,,,2024-10-24
SV-0010768,G-0008644,BK-0014923,P-003,6,8,4,4,5,,,Kids' Birthday Experience was an absolute hit for my daughter.,2025-03-01
SV-0010769,G-0007441,BK-0017759,P-005,8,10,5,5,5,3,,Staff arranged a private trail guide — completely unforgettable.,2024-10-28
SV-0010770,G-0006430,BK-0012391,P-001,10,9,5,4,5,4,,,2022-05-21
SV-0010771,G-0006887,BK-0013671,P-001,10,9,5,4,4,,,The mountain air and the spa together are unbeatable.,2025-06-17
SV-0010772,G-0005240,BK-0015719,P-001,10,10,4,5,5,5,,Best New Year's Eve I've ever spent. The event was magical.,2023-08-01
SV-0010773,G-0008855,BK-0021372,P-005,7,10,4,5,5,5,,The hiking concierge planned the most perfect day in the Smokies.,2022-12-23
SV-0010774,G-0007133,BK-0017057,P-003,9,6,4,5,3,,,Kids club is incredible — my kids absolutely didn't want to leave.,2024-04-01
SV-0010775,G-0005352,BK-0010083,P-002,4,4,4,3,3,,3,Room felt a bit dated despite the renovation — disappointed.,2023-12-15
SV-0010776,G-0005749,BK-0021066,P-001,10,8,3,5,5,,,The mountain air and the spa together are unbeatable.,2024-06-24
SV-0010777,G-0005685,BK-0018908,P-003,7,7,3,4,4,,2,Room service was a bit slow but the food quality was good.,2025-12-11
SV-0010778,G-0005963,BK-0014754,P-002,4,3,3,4,4,,,I've stayed at better resorts for this price point.,2022-11-25
SV-0010779,G-0005805,BK-0011893,P-003,9,9,3,5,5,4,,Lazy river pool is ideal for families of all ages.,2026-01-07
SV-0010780,G-0008312,BK-0015015,P-002,4,4,4,4,5,2,5,Water sports center was a highlight. Room quality was a letdown.,2025-08-28
SV-0010781,G-0005622,BK-0016093,P-004,9,10,3,4,5,,,"Clean, stylish, and walkable everywhere. My New York go-to.",2022-12-14
SV-0010782,G-0006997,BK-0016263,P-002,7,5,3,3,5,,,Loved the ocean views but the bathroom fixtures are old.,2026-03-01
SV-0010783,G-0005262,BK-0018251,P-001,10,8,4,4,5,3,,Signature spa package was the highlight of our trip.,2024-07-08
SV-0010784,G-0008459,BK-0017779,P-004,10,9,5,5,4,,,The curated local experience package was a genuinely great touch.,2026-01-31
SV-0010785,G-0005036,BK-0017745,P-004,7,7,3,4,4,,,,2025-08-30
SV-0010786,G-0006156,BK-0015933,P-002,4,5,3,3,5,,2,,2024-09-07
SV-0010787,G-0007141,BK-0017486,P-002,5,4,2,4,4,,,The oceanview terrace is lovely. The room quality was not.,2022-03-07
SV-0010788,G-0008628,BK-0015024,P-003,6,7,1,4,5,,3,,2022-07-06
SV-0010789,G-0005393,BK-0014216,P-005,7,8,4,5,5,5,4,Cozy cabin-adjacent atmosphere. Beautifully designed property.,2024-03-31
SV-0010790,G-0007436,BK-0019126,P-003,8,9,4,4,4,,,The pillow menu is a delightful and thoughtful touch.,2022-03-14
SV-0010791,G-0008731,BK-0016860,P-004,7,8,5,5,4,,,"Clean, stylish, and walkable everywhere. My New York go-to.",2022-03-06
SV-0010792,G-0006130,BK-0014613,P-003,6,6,4,5,3,3,,Would recommend for any family traveling with children.,2025-04-26
SV-0010793,G-0007730,BK-0016591,P-002,7,4,5,3,4,5,3,,2024-12-01
SV-0010794,G-0007141,BK-0011250,P-003,7,6,5,5,4,,,Room service was a bit slow but the food quality was good.,2025-09-21
SV-0010795,G-0008957,BK-0011953,P-004,9,7,4,5,5,,5,Grand Central adjacency is so convenient for business travel.,2024-09-07
SV-0010796,G-0006517,BK-0012514,P-002,5,4,3,4,5,,1,Room felt a bit dated despite the renovation — disappointed.,2025-06-27
SV-0010797,G-0006540,BK-0016638,P-002,5,5,4,3,4,1,,Loved the ocean views but the bathroom fixtures are old.,2024-05-23
SV-0010798,G-0007577,BK-0013207,P-005,8,8,3,5,4,4,1,Farm-to-table dinner was one of the best meals of my life.,2023-10-19
SV-0010799,G-0007879,BK-0012815,P-003,9,6,5,5,3,,1,Kids' Birthday Experience was an absolute hit for my daughter.,2025-04-12
SV-0010800,G-0005599,BK-0010266,P-003,9,9,4,5,3,,,,2022-11-28
SV-0010801,G-0004560,BK-0011100,P-002,5,4,1,3,3,1,,Staff were friendly but the property really needs updating.,2022-08-04
SV-0010802,G-0008045,BK-0015513,P-003,6,6,2,4,4,,,,2023-11-06
SV-0010803,G-0008741,BK-0011765,P-003,9,7,4,5,4,,3,The pillow menu is a delightful and thoughtful touch.,2024-01-01
SV-0010804,G-0007175,BK-0010867,P-001,10,9,5,5,4,3,1,The facial at the spa was worth every penny.,2025-07-19
SV-0010805,G-0008749,BK-0013204,P-004,8,9,5,5,5,,4,"Clean, stylish, and walkable everywhere. My New York go-to.",2022-09-11
SV-0010806,G-0007002,BK-0020135,P-002,4,4,2,4,3,,,,2025-10-04
SV-0010807,G-0008477,BK-0021682,P-002,7,4,3,3,3,,1,The pool area was very crowded on weekends.,2022-12-07
SV-0010808,G-0006101,BK-0016420,P-001,9,9,3,4,4,2,,Best New Year's Eve I've ever spent. The event was magical.,2024-03-27
SV-0010809,G-0008463,BK-0014818,P-002,4,3,3,3,3,,,The pool area was very crowded on weekends.,2025-06-05
SV-0010810,G-0004227,BK-0015056,P-002,5,5,4,4,3,,,I've stayed at better resorts for this price point.,2022-08-31
SV-0010811,G-0008030,BK-0010381,P-003,8,6,4,5,3,2,4,Lazy river pool is ideal for families of all ages.,2023-10-05
SV-0010812,G-0005060,BK-0018495,P-001,10,9,3,5,4,,,Spa and restaurant both exceeded expectations. Staff were impeccable.,2023-08-31
SV-0010813,G-0006894,BK-0020397,P-004,8,8,5,4,5,,5,Grand Central adjacency is so convenient for business travel.,2022-09-27
SV-0010814,G-0006566,BK-0016205,P-003,7,9,5,5,4,,,The pillow menu is a delightful and thoughtful touch.,2022-06-03
SV-0010815,G-0008337,BK-0017530,P-003,7,7,5,4,4,,1,Kids club is incredible — my kids absolutely didn't want to leave.,2025-05-27
SV-0010816,G-0008749,BK-0012679,P-001,10,9,4,5,5,,,Loved the fireplace suite. Perfect romantic getaway.,2022-08-01
SV-0010817,G-0007514,BK-0015467,P-004,9,9,5,4,5,,,Rooftop happy hour is a definite highlight.,2023-07-31
SV-0010818,G-0007510,BK-0010452,P-004,10,10,3,5,4,,,Grand Central adjacency is so convenient for business travel.,2023-01-02
SV-0010819,G-0006211,BK-0013124,P-003,6,8,2,4,4,,,Kids club staff were incredibly attentive and creative.,2024-02-05
SV-0010820,G-0005738,BK-0017887,P-002,4,4,3,4,3,,,Loved the ocean views but the bathroom fixtures are old.,2025-05-02
SV-0010821,G-0007634,BK-0012812,P-001,8,9,5,4,4,5,,The après-ski lounge has the best fondue I've tasted.,2022-05-04
SV-0010822,G-0006083,BK-0010364,P-005,10,9,3,4,4,,3,Perfect base for Smoky Mountain exploration.,2024-11-26
SV-0010823,G-0004110,BK-0020771,P-003,8,6,4,5,4,,,Character dining is a must-do with little ones. Perfect experience.,2022-11-08
SV-0010824,G-0008456,BK-0010932,P-003,9,7,5,5,5,,3,Kids club staff were incredibly attentive and creative.,2023-06-13
SV-0010825,G-0004479,BK-0014344,P-001,8,9,4,5,5,2,,Staff remembered our preferences from last year. That's real luxury.,2023-11-05
SV-0010826,G-0008336,BK-0021796,P-002,4,6,1,4,5,2,5,Check-in was slow and the room wasn't ready until 5pm.,2022-08-08
SV-0010827,G-0004495,BK-0011201,P-005,8,8,4,4,4,,,,2022-07-26
SV-0010828,G-0006912,BK-0014450,P-004,10,7,4,4,5,,,,2025-08-17
SV-0010829,G-0008018,BK-0015899,P-003,9,8,3,5,5,,,Kids' Birthday Experience was an absolute hit for my daughter.,2022-08-22
SV-0010830,G-0006602,BK-0020467,P-001,10,8,4,5,5,,,,2023-07-01
SV-0010831,G-0004351,BK-0010328,P-003,8,9,5,4,4,,,,2025-04-13
SV-0010832,G-0007608,BK-0020171,P-001,9,10,4,4,4,4,,The mountain air and the spa together are unbeatable.,2025-12-25
SV-0010833,G-0007853,BK-0013359,P-002,6,5,1,3,3,2,,Seafood restaurant was excellent — the room itself was not.,2025-05-09
SV-0010834,G-0006284,BK-0016319,P-002,4,6,3,4,5,,,Check-in was slow and the room wasn't ready until 5pm.,2022-10-24
SV-0010835,G-0008680,BK-0014878,P-002,4,6,1,3,5,,,Beach access was great but the room didn't match the price.,2024-12-28
SV-0010836,G-0007048,BK-0012123,P-005,8,6,3,4,4,,5,"Quiet, peaceful, and exactly what we needed to recharge.",2022-05-09
SV-0010837,G-0004679,BK-0019768,P-004,7,10,5,4,5,,,Rooftop happy hour is a definite highlight.,2025-03-22
SV-0010838,G-0007877,BK-0016680,P-005,7,7,3,4,5,,,Cozy cabin-adjacent atmosphere. Beautifully designed property.,2023-07-29
SV-0010839,G-0004861,BK-0015850,P-003,6,7,3,5,3,,,,2023-11-03
SV-0010840,G-0006384,BK-0021423,P-003,7,8,5,4,3,,,Kids club staff were incredibly attentive and creative.,2024-03-09
SV-0010841,G-0008232,BK-0020499,P-003,7,7,4,4,5,,,Proximity to the theme parks genuinely can't be beat.,2024-08-20
SV-0010842,G-0007005,BK-0016778,P-003,6,6,3,5,3,,,Kids' Birthday Experience was an absolute hit for my daughter.,2022-11-10
SV-0010843,G-0004190,BK-0016523,P-003,9,6,3,4,4,,1,Lazy river pool is ideal for families of all ages.,2023-12-07
SV-0010844,G-0004500,BK-0014724,P-004,7,8,3,4,4,,5,Small but well-appointed rooms. The location more than makes up for it.,2025-05-05
SV-0010845,G-0005871,BK-0017418,P-003,7,9,5,4,3,,,Would recommend for any family traveling with children.,2022-07-09
SV-0010846,G-0007472,BK-0020406,P-003,8,6,4,4,5,,,Family suite was spacious and very well-equipped.,2025-03-09
SV-0010847,G-0006015,BK-0017479,P-003,7,8,4,4,4,,1,Great location for the parks. Hotel itself is solid.,2023-03-30
SV-0010848,G-0005559,BK-0018665,P-001,9,9,4,4,5,,2,Staff remembered our preferences from last year. That's real luxury.,2022-07-05
SV-0010849,G-0007203,BK-0011421,P-001,9,10,3,4,4,,3,The après-ski lounge has the best fondue I've tasted.,2022-03-26
SV-0010850,G-0006162,BK-0019112,P-001,8,10,5,5,5,5,,Best New Year's Eve I've ever spent. The event was magical.,2023-09-07
SV-0010851,G-0006907,BK-0019980,P-003,8,6,3,5,4,,,The pillow menu is a delightful and thoughtful touch.,2025-06-27
